municipality_number,municipality_name,year,sex,population
44004,Aguaviva,2021,Ambos sexos,547
22004,Agüero,2021,Ambos sexos,139
44005,Aguilar del Alfambra,2021,Ambos sexos,76
50005,Aguilón,2021,Ambos sexos,234
22907,Aínsa-Sobrarbe,2021,Ambos sexos,2312
50006,Ainzón,2021,Ambos sexos,1067
22006,Aisa,2021,Ambos sexos,336
44006,Alacón,2021,Ambos sexos,235
50007,Aladrén,2021,Ambos sexos,58
50008,Alagón,2021,Ambos sexos,7121
50009,Alarba,2021,Ambos sexos,112
44007,Alba,2021,Ambos sexos,184
22007,Albalate de Cinca,2021,Ambos sexos,1125
44008,Albalate del Arzobispo,2021,Ambos sexos,1977
22008,Albalatillo,2021,Ambos sexos,188
44009,Albarracín,2021,Ambos sexos,990
22009,Albelda,2021,Ambos sexos,686
44010,Albentosa,2021,Ambos sexos,294
50010,Alberite de San Juan,2021,Ambos sexos,77
22011,Albero Alto,2021,Ambos sexos,118
22012,Albero Bajo,2021,Ambos sexos,137
22013,Alberuela de Tubo,2021,Ambos sexos,306
50011,Albeta,2021,Ambos sexos,140
50012,Alborge,2021,Ambos sexos,111
44011,Alcaine,2021,Ambos sexos,46
50013,Alcalá de Ebro,2021,Ambos sexos,245
22014,Alcalá de Gurrea,2021,Ambos sexos,230
44012,Alcalá de la Selva,2021,Ambos sexos,352
50014,Alcalá de Moncayo,2021,Ambos sexos,153
22015,Alcalá del Obispo,2021,Ambos sexos,337
22016,Alcampell,2021,Ambos sexos,627
44013,Alcañiz,2021,Ambos sexos,16029
22017,Alcolea de Cinca,2021,Ambos sexos,1200
50015,Alconchel de Ariza,2021,Ambos sexos,79
44014,Alcorisa,2021,Ambos sexos,3293
22018,Alcubierre,2021,Ambos sexos,372
50016,Aldehuela de Liestos,2021,Ambos sexos,52
22019,Alerre,2021,Ambos sexos,208
50017,Alfajarín,2021,Ambos sexos,2374
44016,Alfambra,2021,Ambos sexos,483
50018,Alfamén,2021,Ambos sexos,1446
22020,Alfántega,2021,Ambos sexos,133
50019,Alforque,2021,Ambos sexos,62
50020,Alhama de Aragón,2021,Ambos sexos,1002
44017,Aliaga,2021,Ambos sexos,333
44021,Allepuz,2021,Ambos sexos,128
44022,Alloza,2021,Ambos sexos,577
44023,Allueva,2021,Ambos sexos,22
50021,Almochuel,2021,Ambos sexos,24
44018,Almohaja,2021,Ambos sexos,14
50022,Almolda (La),2021,Ambos sexos,555
50023,Almonacid de la Cuba,2021,Ambos sexos,234
50024,Almonacid de la Sierra,2021,Ambos sexos,771
22021,Almudévar,2021,Ambos sexos,2412
50025,Almunia de Doña Godina (La),2021,Ambos sexos,7983
22022,Almunia de San Juan,2021,Ambos sexos,689
22023,Almuniente,2021,Ambos sexos,454
44019,Alobras,2021,Ambos sexos,65
50026,Alpartir,2021,Ambos sexos,604
44020,Alpeñés,2021,Ambos sexos,20
22024,Alquézar,2021,Ambos sexos,338
22025,Altorricón,2021,Ambos sexos,1441
50027,Ambel,2021,Ambos sexos,252
44024,Anadón,2021,Ambos sexos,32
44025,Andorra,2021,Ambos sexos,7327
50028,Anento,2021,Ambos sexos,91
22027,Angüés,2021,Ambos sexos,370
50029,Aniñón,2021,Ambos sexos,671
22028,Ansó,2021,Ambos sexos,397
22029,Antillón,2021,Ambos sexos,137
50030,Añón de Moncayo,2021,Ambos sexos,205
22032,Aragüés del Puerto,2021,Ambos sexos,116
50031,Aranda de Moncayo,2021,Ambos sexos,140
50032,Arándiga,2021,Ambos sexos,274
44026,Arcos de las Salinas,2021,Ambos sexos,112
50033,Ardisa,2021,Ambos sexos,76
22035,Arén,2021,Ambos sexos,318
44027,Arens de Lledó,2021,Ambos sexos,221
22036,Argavieso,2021,Ambos sexos,114
44028,Argente,2021,Ambos sexos,199
22037,Arguis,2021,Ambos sexos,153
44029,Ariño,2021,Ambos sexos,685
50034,Ariza,2021,Ambos sexos,1068
50035,Artieda,2021,Ambos sexos,78
50036,Asín,2021,Ambos sexos,97
50037,Atea,2021,Ambos sexos,149
50038,Ateca,2021,Ambos sexos,1729
22039,Ayerbe,2021,Ambos sexos,1028
44031,Azaila,2021,Ambos sexos,100
22040,Azanuy-Alins,2021,Ambos sexos,177
22041,Azara,2021,Ambos sexos,162
22042,Azlor,2021,Ambos sexos,148
50039,Azuara,2021,Ambos sexos,544
44032,Bádenas,2021,Ambos sexos,18
50040,Badules,2021,Ambos sexos,70
22043,Baélls,2021,Ambos sexos,94
44033,Báguena,2021,Ambos sexos,278
50041,Bagüés,2021,Ambos sexos,16
22044,Bailo,2021,Ambos sexos,263
50042,Balconchán,2021,Ambos sexos,19
22045,Baldellou,2021,Ambos sexos,71
22046,Ballobar,2021,Ambos sexos,849
22047,Banastás,2021,Ambos sexos,327
44034,Bañón,2021,Ambos sexos,149
22048,Barbastro,2021,Ambos sexos,17146
50043,Bárboles,2021,Ambos sexos,297
22049,Barbués,2021,Ambos sexos,91
22050,Barbuñales,2021,Ambos sexos,100
22051,Bárcabo,2021,Ambos sexos,106
50044,Bardallur,2021,Ambos sexos,254
44035,Barrachina,2021,Ambos sexos,113
44036,Bea,2021,Ambos sexos,31
44037,Beceite,2021,Ambos sexos,544
50045,Belchite,2021,Ambos sexos,1540
44039,Bello,2021,Ambos sexos,224
50046,Belmonte de Gracián,2021,Ambos sexos,194
44038,Belmonte de San José,2021,Ambos sexos,123
22052,Belver de Cinca,2021,Ambos sexos,1307
22053,Benabarre,2021,Ambos sexos,1162
22054,Benasque,2021,Ambos sexos,2239
22246,Beranuy,2021,Ambos sexos,74
22055,Berbegal,2021,Ambos sexos,308
50047,Berdejo,2021,Ambos sexos,40
44040,Berge,2021,Ambos sexos,237
50048,Berrueco,2021,Ambos sexos,35
44041,Bezas,2021,Ambos sexos,63
50901,Biel,2021,Ambos sexos,171
22057,Bielsa,2021,Ambos sexos,481
22058,Bierge,2021,Ambos sexos,254
22059,Biescas,2021,Ambos sexos,1550
50050,Bijuesca,2021,Ambos sexos,90
22060,Binaced,2021,Ambos sexos,1597
22061,Binéfar,2021,Ambos sexos,9888
50051,Biota,2021,Ambos sexos,912
22062,Bisaurri,2021,Ambos sexos,176
22063,Biscarrués,2021,Ambos sexos,191
50052,Bisimbre,2021,Ambos sexos,87
44042,Blancas,2021,Ambos sexos,132
22064,Blecua y Torres,2021,Ambos sexos,179
44043,Blesa,2021,Ambos sexos,85
22066,Boltaña,2021,Ambos sexos,1065
22067,Bonansa,2021,Ambos sexos,90
50053,Boquiñeni,2021,Ambos sexos,778
22068,Borau,2021,Ambos sexos,83
50054,Bordalba,2021,Ambos sexos,51
44044,Bordón,2021,Ambos sexos,116
50055,Borja,2021,Ambos sexos,5037
50056,Botorrita,2021,Ambos sexos,516
50057,Brea de Aragón,2021,Ambos sexos,1559
44045,Bronchales,2021,Ambos sexos,424
22069,Broto,2021,Ambos sexos,564
50058,Bubierca,2021,Ambos sexos,64
44046,Bueña,2021,Ambos sexos,52
50059,Bujaraloz,2021,Ambos sexos,975
50060,Bulbuente,2021,Ambos sexos,233
44047,Burbáguena,2021,Ambos sexos,207
50061,Bureta,2021,Ambos sexos,206
50062,Burgo de Ebro (El),2021,Ambos sexos,2538
50063,Buste (El),2021,Ambos sexos,69
50064,Cabañas de Ebro,2021,Ambos sexos,487
50065,Cabolafuente,2021,Ambos sexos,49
44048,Cabra de Mora,2021,Ambos sexos,68
50066,Cadrete,2021,Ambos sexos,4334
44049,Calaceite,2021,Ambos sexos,982
44050,Calamocha,2021,Ambos sexos,4473
44051,Calanda,2021,Ambos sexos,3753
50067,Calatayud,2021,Ambos sexos,19870
50068,Calatorao,2021,Ambos sexos,2921
50069,Calcena,2021,Ambos sexos,78
22072,Caldearenas,2021,Ambos sexos,222
50070,Calmarza,2021,Ambos sexos,64
44052,Calomarde,2021,Ambos sexos,78
44053,Camañas,2021,Ambos sexos,140
44054,Camarena de la Sierra,2021,Ambos sexos,116
44055,Camarillas,2021,Ambos sexos,82
44056,Caminreal,2021,Ambos sexos,634
50071,Campillo de Aragón,2021,Ambos sexos,132
22074,Campo,2021,Ambos sexos,459
22075,Camporrélls,2021,Ambos sexos,123
22076,Canal de Berdún,2021,Ambos sexos,348
22077,Candasnos,2021,Ambos sexos,402
22078,Canfranc,2021,Ambos sexos,599
44059,Cantavieja,2021,Ambos sexos,734
44060,Cañada de Benatanduz,2021,Ambos sexos,34
44061,Cañada de Verich (La),2021,Ambos sexos,101
44062,Cañada Vellida,2021,Ambos sexos,37
44063,Cañizar del Olivar,2021,Ambos sexos,105
22079,Capdesaso,2021,Ambos sexos,208
22080,Capella,2021,Ambos sexos,350
50072,Carenas,2021,Ambos sexos,182
50073,Cariñena,2021,Ambos sexos,3370
22081,Casbas de Huesca,2021,Ambos sexos,290
44064,Cascante del Río,2021,Ambos sexos,69
50074,Caspe,2021,Ambos sexos,10183
50075,Castejón de Alarba,2021,Ambos sexos,78
50076,Castejón de las Armas,2021,Ambos sexos,82
22083,Castejón de Monegros,2021,Ambos sexos,497
22084,Castejón de Sos,2021,Ambos sexos,791
44065,Castejón de Tornos,2021,Ambos sexos,52
50077,Castejón de Valdejasa,2021,Ambos sexos,216
22082,Castejón del Puente,2021,Ambos sexos,345
44066,Castel de Cabra,2021,Ambos sexos,95
22085,Castelflorite,2021,Ambos sexos,103
44070,Castellar (El),2021,Ambos sexos,56
44071,Castellote,2021,Ambos sexos,687
44067,Castelnou,2021,Ambos sexos,120
44068,Castelserás,2021,Ambos sexos,789
22086,Castiello de Jaca,2021,Ambos sexos,240
22087,Castigaleu,2021,Ambos sexos,80
50078,Castiliscar,2021,Ambos sexos,248
22088,Castillazuelo,2021,Ambos sexos,164
22089,Castillonroy,2021,Ambos sexos,333
44074,Cedrillas,2021,Ambos sexos,609
44075,Celadas,2021,Ambos sexos,374
44076,Cella,2021,Ambos sexos,2578
44077,Cerollera (La),2021,Ambos sexos,84
50079,Cervera de la Cañada,2021,Ambos sexos,264
50080,Cerveruela,2021,Ambos sexos,37
50081,Cetina,2021,Ambos sexos,578
22094,Chalamera,2021,Ambos sexos,114
22095,Chía,2021,Ambos sexos,83
22096,Chimillas,2021,Ambos sexos,411
50092,Chiprana,2021,Ambos sexos,503
50093,Chodes,2021,Ambos sexos,100
50082,Cimballa,2021,Ambos sexos,93
50083,Cinco Olivas,2021,Ambos sexos,105
50084,Clarés de Ribota,2021,Ambos sexos,68
50085,Codo,2021,Ambos sexos,206
44080,Codoñera (La),2021,Ambos sexos,317
