municipality_number,municipality_name,year,sex,population
22902,Puente la Reina de Jaca,2001,Ambos sexos,258
22189,Puértolas,2001,Ambos sexos,212
44193,Puertomingalvo,2001,Ambos sexos,146
22190,Pueyo de Araguás (El),2001,Ambos sexos,154
22193,Pueyo de Santa Cruz,2001,Ambos sexos,350
50221,Purujosa,2001,Ambos sexos,39
22195,Quicena,2001,Ambos sexos,148
50222,Quinto,2001,Ambos sexos,2121
44194,Ráfales,2001,Ambos sexos,184
50223,Remolinos,2001,Ambos sexos,1223
50224,Retascón,2001,Ambos sexos,81
50225,Ricla,2001,Ambos sexos,2354
44195,Rillo,2001,Ambos sexos,138
44196,Riodeva,2001,Ambos sexos,211
22197,Robres,2001,Ambos sexos,662
44197,Ródenas,2001,Ambos sexos,93
50227,Romanos,2001,Ambos sexos,145
44198,Royuela,2001,Ambos sexos,237
44199,Rubiales,2001,Ambos sexos,57
44200,Rubielos de la Cérida,2001,Ambos sexos,60
44201,Rubielos de Mora,2001,Ambos sexos,625
50228,Rueda de Jalón,2001,Ambos sexos,363
50229,Ruesca,2001,Ambos sexos,89
50241,Sabiñán,2001,Ambos sexos,914
22199,Sabiñánigo,2001,Ambos sexos,8295
50230,Sádaba,2001,Ambos sexos,1712
22200,Sahún,2001,Ambos sexos,278
22201,Salas Altas,2001,Ambos sexos,381
22202,Salas Bajas,2001,Ambos sexos,151
44203,Salcedillo,2001,Ambos sexos,7
44204,Saldón,2001,Ambos sexos,38
22203,Salillas,2001,Ambos sexos,115
50231,Salillas de Jalón,2001,Ambos sexos,343
22204,Sallent de Gállego,2001,Ambos sexos,1081
50232,Salvatierra de Esca,2001,Ambos sexos,276
44205,Samper de Calanda,2001,Ambos sexos,985
50233,Samper del Salz,2001,Ambos sexos,143
44206,San Agustín,2001,Ambos sexos,130
22205,San Esteban de Litera,2001,Ambos sexos,602
22207,San Juan de Plan,2001,Ambos sexos,151
50234,San Martín de la Virgen de Moncayo,2001,Ambos sexos,306
44207,San Martín del Río,2001,Ambos sexos,283
50235,San Mateo de Gállego,2001,Ambos sexos,2181
22903,San Miguel del Cinca,2001,Ambos sexos,919
22206,Sangarrén,2001,Ambos sexos,274
22208,Santa Cilia,2001,Ambos sexos,177
50236,Santa Cruz de Grío,2001,Ambos sexos,226
22209,Santa Cruz de la Serós,2001,Ambos sexos,145
50237,Santa Cruz de Moncayo,2001,Ambos sexos,118
44208,Santa Cruz de Nogueras,2001,Ambos sexos,26
44209,Santa Eulalia,2001,Ambos sexos,1193
50238,Santa Eulalia de Gállego,2001,Ambos sexos,138
22906,Santa María de Dulcis,2001,Ambos sexos,219
22212,Santaliestra y San Quílez,2001,Ambos sexos,95
50239,Santed,2001,Ambos sexos,78
22213,Sariñena,2001,Ambos sexos,3984
44210,Sarrión,2001,Ambos sexos,1013
50240,Sástago,2001,Ambos sexos,1408
22214,Secastilla,2001,Ambos sexos,161
50242,Sediles,2001,Ambos sexos,101
44211,Segura de los Baños,2001,Ambos sexos,47
22215,Seira,2001,Ambos sexos,211
22217,Sena,2001,Ambos sexos,567
22218,Senés de Alcubierre,2001,Ambos sexos,62
44212,Seno,2001,Ambos sexos,48
22220,Sesa,2001,Ambos sexos,256
50243,Sestrica,2001,Ambos sexos,470
22221,Sesué,2001,Ambos sexos,128
50244,Sierra de Luna,2001,Ambos sexos,259
22222,Siétamo,2001,Ambos sexos,389
50245,Sigüés,2001,Ambos sexos,188
44213,Singra,2001,Ambos sexos,93
50246,Sisamón,2001,Ambos sexos,76
50247,Sobradiel,2001,Ambos sexos,646
22223,Sopeira,2001,Ambos sexos,109
50248,Sos del Rey Católico,2001,Ambos sexos,751
22904,Sotonera (La),2001,Ambos sexos,1114
50249,Tabuenca,2001,Ambos sexos,478
50250,Talamantes,2001,Ambos sexos,64
22225,Tamarite de Litera,2001,Ambos sexos,3742
50251,Tarazona,2001,Ambos sexos,10564
22226,Tardienta,2001,Ambos sexos,1074
50252,Tauste,2001,Ambos sexos,6978
22227,Tella-Sin,2001,Ambos sexos,271
50253,Terrer,2001,Ambos sexos,612
44215,Terriente,2001,Ambos sexos,179
44216,Teruel,2001,Ambos sexos,30789
50254,Tierga,2001,Ambos sexos,247
22228,Tierz,2001,Ambos sexos,181
50255,Tobed,2001,Ambos sexos,275
22229,Tolva,2001,Ambos sexos,194
44217,Toril y Masegoso,2001,Ambos sexos,30
22230,Torla-Ordesa,2001,Ambos sexos,328
44218,Tormón,2001,Ambos sexos,39
44219,Tornos,2001,Ambos sexos,245
22232,Torralba de Aragón,2001,Ambos sexos,122
50256,Torralba de los Frailes,2001,Ambos sexos,105
44220,Torralba de los Sisones,2001,Ambos sexos,218
50257,Torralba de Ribota,2001,Ambos sexos,211
50258,Torralbilla,2001,Ambos sexos,83
44223,Torre de Arcas,2001,Ambos sexos,107
44224,Torre de las Arcas,2001,Ambos sexos,35
44225,Torre del Compte,2001,Ambos sexos,173
22233,Torre la Ribera,2001,Ambos sexos,115
44227,Torre los Negros,2001,Ambos sexos,98
44221,Torrecilla de Alcañiz,2001,Ambos sexos,439
44222,Torrecilla del Rebollar,2001,Ambos sexos,178
50259,Torrehermosa,2001,Ambos sexos,114
44226,Torrelacárcel,2001,Ambos sexos,281
50260,Torrelapaja,2001,Ambos sexos,44
50261,Torrellas,2001,Ambos sexos,303
44228,Torremocha de Jiloca,2001,Ambos sexos,165
22234,Torrente de Cinca,2001,Ambos sexos,1058
44229,Torres de Albarracín,2001,Ambos sexos,158
22235,Torres de Alcanadre,2001,Ambos sexos,134
22236,Torres de Barbués,2001,Ambos sexos,358
50262,Torres de Berrellén,2001,Ambos sexos,1418
44230,Torrevelilla,2001,Ambos sexos,205
44231,Torrijas,2001,Ambos sexos,70
50263,Torrijo de la Cañada,2001,Ambos sexos,366
44232,Torrijo del Campo,2001,Ambos sexos,559
50264,Tosos,2001,Ambos sexos,192
44234,Tramacastiel,2001,Ambos sexos,106
44235,Tramacastilla,2001,Ambos sexos,120
22239,Tramaced,2001,Ambos sexos,103
50265,Trasmoz,2001,Ambos sexos,59
50266,Trasobares,2001,Ambos sexos,220
44236,Tronchón,2001,Ambos sexos,94
50267,Uncastillo,2001,Ambos sexos,873
50268,Undués de Lerda,2001,Ambos sexos,46
44237,Urrea de Gaén,2001,Ambos sexos,590
50269,Urrea de Jalón,2001,Ambos sexos,338
50270,Urriés,2001,Ambos sexos,67
50271,Used,2001,Ambos sexos,376
50272,Utebo,2001,Ambos sexos,11345
44238,Utrillas,2001,Ambos sexos,3275
50274,Val de San Martín,2001,Ambos sexos,88
44239,Valacloche,2001,Ambos sexos,20
44240,Valbona,2001,Ambos sexos,191
44241,Valdealgorfa,2001,Ambos sexos,729
44243,Valdecuenca,2001,Ambos sexos,40
50273,Valdehorna,2001,Ambos sexos,59
44244,Valdelinares,2001,Ambos sexos,120
44245,Valdeltormo,2001,Ambos sexos,377
44246,Valderrobres,2001,Ambos sexos,1889
22242,Valfarta,2001,Ambos sexos,101
44247,Valjunquera,2001,Ambos sexos,433
22243,Valle de Bardají,2001,Ambos sexos,55
22901,Valle de Hecho,2001,Ambos sexos,994
22244,Valle de Lierp,2001,Ambos sexos,55
44249,Vallecillo (El),2001,Ambos sexos,62
50275,Valmadrid,2001,Ambos sexos,65
50276,Valpalmas,2001,Ambos sexos,189
50277,Valtorres,2001,Ambos sexos,94
44250,Veguillas de la Sierra,2001,Ambos sexos,28
22245,Velilla de Cinca,2001,Ambos sexos,476
50278,Velilla de Ebro,2001,Ambos sexos,267
50279,Velilla de Jiloca,2001,Ambos sexos,114
22909,Vencillón,2001,Ambos sexos,468
50280,Vera de Moncayo,2001,Ambos sexos,475
22247,Viacamp y Litera,2001,Ambos sexos,30
22248,Vicién,2001,Ambos sexos,122
50281,Vierlas,2001,Ambos sexos,106
50283,Villadoz,2001,Ambos sexos,84
50284,Villafeliche,2001,Ambos sexos,238
50285,Villafranca de Ebro,2001,Ambos sexos,690
44251,Villafranca del Campo,2001,Ambos sexos,380
44252,Villahermosa del Campo,2001,Ambos sexos,70
50286,Villalba de Perejil,2001,Ambos sexos,114
50287,Villalengua,2001,Ambos sexos,430
50903,Villamayor de Gállego,2001,Ambos sexos,1869
22249,Villanova,2001,Ambos sexos,137
22250,Villanúa,2001,Ambos sexos,349
50288,Villanueva de Gállego,2001,Ambos sexos,3271
50290,Villanueva de Huerva,2001,Ambos sexos,596
50289,Villanueva de Jiloca,2001,Ambos sexos,109
22251,Villanueva de Sigena,2001,Ambos sexos,514
44256,Villanueva del Rebollar de la Sierra,2001,Ambos sexos,48
50291,Villar de los Navarros,2001,Ambos sexos,167
44257,Villar del Cobo,2001,Ambos sexos,232
44258,Villar del Salz,2001,Ambos sexos,101
44260,Villarluengo,2001,Ambos sexos,200
44261,Villarquemado,2001,Ambos sexos,965
50292,Villarreal de Huerva,2001,Ambos sexos,186
50293,Villarroya de la Sierra,2001,Ambos sexos,668
44262,Villarroya de los Pinares,2001,Ambos sexos,192
50294,Villarroya del Campo,2001,Ambos sexos,81
44263,Villastar,2001,Ambos sexos,332
44264,Villel,2001,Ambos sexos,332
50282,Vilueña (La),2001,Ambos sexos,98
44265,Vinaceite,2001,Ambos sexos,282
44266,Visiedo,2001,Ambos sexos,199
50295,Vistabella,2001,Ambos sexos,36
44267,Vivel del Río Martín,2001,Ambos sexos,91
22252,Yebra de Basa,2001,Ambos sexos,162
22253,Yésero,2001,Ambos sexos,83
50296,Zaida (La),2001,Ambos sexos,588
22254,Zaidín,2001,Ambos sexos,1691
50297,Zaragoza,2001,Ambos sexos,610976
44268,Zoma (La),2001,Ambos sexos,31
50298,Zuera,2001,Ambos sexos,5562
44001,Ababuj,2001,Hombres,48
50001,Abanto,2001,Hombres,96
44002,Abejuela,2001,Hombres,33
22001,Abiego,2001,Hombres,149
22002,Abizanda,2001,Hombres,71
50002,Acered,2001,Hombres,136
22003,Adahuesca,2001,Hombres,85
50003,Agón,2001,Hombres,102
50004,Aguarón,2001,Hombres,382
44003,Aguatón,2001,Hombres,11
44004,Aguaviva,2001,Hombres,317
22004,Agüero,2001,Hombres,96
44005,Aguilar del Alfambra,2001,Hombres,46
50005,Aguilón,2001,Hombres,141
22907,Aínsa-Sobrarbe,2001,Hombres,845
50006,Ainzón,2001,Hombres,641
22006,Aisa,2001,Hombres,223
44006,Alacón,2001,Hombres,231
50007,Aladrén,2001,Hombres,42
50008,Alagón,2001,Hombres,2831
50009,Alarba,2001,Hombres,88
44007,Alba,2001,Hombres,144
22007,Albalate de Cinca,2001,Hombres,677
44008,Albalate del Arzobispo,2001,Hombres,1109
22008,Albalatillo,2001,Hombres,127
44009,Albarracín,2001,Hombres,534
22009,Albelda,2001,Hombres,476
44010,Albentosa,2001,Hombres,131
50010,Alberite de San Juan,2001,Hombres,50
22011,Albero Alto,2001,Hombres,55
22012,Albero Bajo,2001,Hombres,59
22013,Alberuela de Tubo,2001,Hombres,197
50011,Albeta,2001,Hombres,58
50012,Alborge,2001,Hombres,69
44011,Alcaine,2001,Hombres,41
50013,Alcalá de Ebro,2001,Hombres,138
22014,Alcalá de Gurrea,2001,Hombres,152
44012,Alcalá de la Selva,2001,Hombres,260
50014,Alcalá de Moncayo,2001,Hombres,75
22015,Alcalá del Obispo,2001,Hombres,182
22016,Alcampell,2001,Hombres,444
44013,Alcañiz,2001,Hombres,6633
22017,Alcolea de Cinca,2001,Hombres,616
50015,Alconchel de Ariza,2001,Hombres,87
44014,Alcorisa,2001,Hombres,1645
22018,Alcubierre,2001,Hombres,242
50016,Aldehuela de Liestos,2001,Hombres,30
22019,Alerre,2001,Hombres,108
50017,Alfajarín,2001,Hombres,792
44016,Alfambra,2001,Hombres,318
50018,Alfamén,2001,Hombres,754
22020,Alfántega,2001,Hombres,64
50019,Alforque,2001,Hombres,46
50020,Alhama de Aragón,2001,Hombres,570
44017,Aliaga,2001,Hombres,198
44021,Allepuz,2001,Hombres,75
44022,Alloza,2001,Hombres,356
44023,Allueva,2001,Hombres,11
50021,Almochuel,2001,Hombres,25
44018,Almohaja,2001,Hombres,18
50022,Almolda (La),2001,Hombres,349
50023,Almonacid de la Cuba,2001,Hombres,168
50024,Almonacid de la Sierra,2001,Hombres,452
22021,Almudévar,2001,Hombres,1189
50025,Almunia de Doña Godina (La),2001,Hombres,3056
22022,Almunia de San Juan,2001,Hombres,351
22023,Almuniente,2001,Hombres,315
44019,Alobras,2001,Hombres,52
50026,Alpartir,2001,Hombres,327
44020,Alpeñés,2001,Hombres,18
22024,Alquézar,2001,Hombres,162
22025,Altorricón,2001,Hombres,756
50027,Ambel,2001,Hombres,159
44024,Anadón,2001,Hombres,11
44025,Andorra,2001,Hombres,4078
50028,Anento,2001,Hombres,73
22027,Angüés,2001,Hombres,241
50029,Aniñón,2001,Hombres,470
22028,Ansó,2001,Hombres,272
22029,Antillón,2001,Hombres,81
50030,Añón de Moncayo,2001,Hombres,175
22032,Aragüés del Puerto,2001,Hombres,78
50031,Aranda de Moncayo,2001,Hombres,130
50032,Arándiga,2001,Hombres,243
44026,Arcos de las Salinas,2001,Hombres,67
50033,Ardisa,2001,Hombres,46
22035,Arén,2001,Hombres,200
44027,Arens de Lledó,2001,Hombres,114
22036,Argavieso,2001,Hombres,72
44028,Argente,2001,Hombres,134
22037,Arguis,2001,Hombres,39
44029,Ariño,2001,Hombres,399
50034,Ariza,2001,Hombres,691
50035,Artieda,2001,Hombres,61
50036,Asín,2001,Hombres,50
50037,Atea,2001,Hombres,127
50038,Ateca,2001,Hombres,991
22039,Ayerbe,2001,Hombres,565
44031,Azaila,2001,Hombres,98
22040,Azanuy-Alins,2001,Hombres,82
22041,Azara,2001,Hombres,110
22042,Azlor,2001,Hombres,81
50039,Azuara,2001,Hombres,376
44032,Bádenas,2001,Hombres,11
50040,Badules,2001,Hombres,65
22043,Baélls,2001,Hombres,81
44033,Báguena,2001,Hombres,247
50041,Bagüés,2001,Hombres,22
22044,Bailo,2001,Hombres,175
50042,Balconchán,2001,Hombres,12
22045,Baldellou,2001,Hombres,78
22046,Ballobar,2001,Hombres,518
22047,Banastás,2001,Hombres,101
44034,Bañón,2001,Hombres,95
22048,Barbastro,2001,Hombres,7015
50043,Bárboles,2001,Hombres,170
22049,Barbués,2001,Hombres,63
22050,Barbuñales,2001,Hombres,58
22051,Bárcabo,2001,Hombres,62
50044,Bardallur,2001,Hombres,139
44035,Barrachina,2001,Hombres,85
44036,Bea,2001,Hombres,26
44037,Beceite,2001,Hombres,322
50045,Belchite,2001,Hombres,846
44039,Bello,2001,Hombres,182
50046,Belmonte de Gracián,2001,Hombres,147
44038,Belmonte de San José,2001,Hombres,76
22052,Belver de Cinca,2001,Hombres,723
22053,Benabarre,2001,Hombres,578
22054,Benasque,2001,Hombres,842
22246,Beranuy,2001,Hombres,60
22055,Berbegal,2001,Hombres,232
50047,Berdejo,2001,Hombres,39
44040,Berge,2001,Hombres,120
50048,Berrueco,2001,Hombres,23
44041,Bezas,2001,Hombres,35
50901,Biel,2001,Hombres,138
22057,Bielsa,2001,Hombres,236
22058,Bierge,2001,Hombres,129
22059,Biescas,2001,Hombres,676
50050,Bijuesca,2001,Hombres,72
22060,Binaced,2001,Hombres,834
22061,Binéfar,2001,Hombres,4206
50051,Biota,2001,Hombres,622
22062,Bisaurri,2001,Hombres,126
22063,Biscarrués,2001,Hombres,121
50052,Bisimbre,2001,Hombres,55
44042,Blancas,2001,Hombres,97
22064,Blecua y Torres,2001,Hombres,93
44043,Blesa,2001,Hombres,92
22066,Boltaña,2001,Hombres,432
22067,Bonansa,2001,Hombres,41
50053,Boquiñeni,2001,Hombres,499
22068,Borau,2001,Hombres,41
50054,Bordalba,2001,Hombres,57
44044,Bordón,2001,Hombres,73
50055,Borja,2001,Hombres,2098
50056,Botorrita,2001,Hombres,257
50057,Brea de Aragón,2001,Hombres,991
44045,Bronchales,2001,Hombres,245
22069,Broto,2001,Hombres,271
50058,Bubierca,2001,Hombres,53
44046,Bueña,2001,Hombres,54
50059,Bujaraloz,2001,Hombres,531
50060,Bulbuente,2001,Hombres,144
44047,Burbáguena,2001,Hombres,145
50061,Bureta,2001,Hombres,160
50062,Burgo de Ebro (El),2001,Hombres,817
50063,Buste (El),2001,Hombres,55
50064,Cabañas de Ebro,2001,Hombres,284
50065,Cabolafuente,2001,Hombres,47
44048,Cabra de Mora,2001,Hombres,63
50066,Cadrete,2001,Hombres,931
44049,Calaceite,2001,Hombres,608
44050,Calamocha,2001,Hombres,2024
44051,Calanda,2001,Hombres,1767
50067,Calatayud,2001,Hombres,8806
50068,Calatorao,2001,Hombres,1473
50069,Calcena,2001,Hombres,46
22072,Caldearenas,2001,Hombres,141
50070,Calmarza,2001,Hombres,49
44052,Calomarde,2001,Hombres,38
44053,Camañas,2001,Hombres,81
44054,Camarena de la Sierra,2001,Hombres,102
44055,Camarillas,2001,Hombres,62
44056,Caminreal,2001,Hombres,394
50071,Campillo de Aragón,2001,Hombres,101
22074,Campo,2001,Hombres,157
22075,Camporrélls,2001,Hombres,128
22076,Canal de Berdún,2001,Hombres,235
22077,Candasnos,2001,Hombres,277
22078,Canfranc,2001,Hombres,298
44059,Cantavieja,2001,Hombres,362
44060,Cañada de Benatanduz,2001,Hombres,39
44061,Cañada de Verich (La),2001,Hombres,58
44062,Cañada Vellida,2001,Hombres,38
44063,Cañizar del Olivar,2001,Hombres,61
22079,Capdesaso,2001,Hombres,76
22080,Capella,2001,Hombres,198
50072,Carenas,2001,Hombres,108
50073,Cariñena,2001,Hombres,1473
22081,Casbas de Huesca,2001,Hombres,158
44064,Cascante del Río,2001,Hombres,70
50074,Caspe,2001,Hombres,3719
50075,Castejón de Alarba,2001,Hombres,60
50076,Castejón de las Armas,2001,Hombres,65
22083,Castejón de Monegros,2001,Hombres,352
22084,Castejón de Sos,2001,Hombres,313
44065,Castejón de Tornos,2001,Hombres,50
50077,Castejón de Valdejasa,2001,Hombres,172
22082,Castejón del Puente,2001,Hombres,225
44066,Castel de Cabra,2001,Hombres,83
22085,Castelflorite,2001,Hombres,73
44070,Castellar (El),2001,Hombres,51
44071,Castellote,2001,Hombres,386
44067,Castelnou,2001,Hombres,58
44068,Castelserás,2001,Hombres,452
22086,Castiello de Jaca,2001,Hombres,96
22087,Castigaleu,2001,Hombres,60
50078,Castiliscar,2001,Hombres,210
22088,Castillazuelo,2001,Hombres,109
22089,Castillonroy,2001,Hombres,199
44074,Cedrillas,2001,Hombres,268
44075,Celadas,2001,Hombres,224
44076,Cella,2001,Hombres,1478
44077,Cerollera (La),2001,Hombres,66
50079,Cervera de la Cañada,2001,Hombres,169
50080,Cerveruela,2001,Hombres,22
50081,Cetina,2001,Hombres,350
22094,Chalamera,2001,Hombres,85
22095,Chía,2001,Hombres,64
22096,Chimillas,2001,Hombres,103
50092,Chiprana,2001,Hombres,185
50093,Chodes,2001,Hombres,55
50082,Cimballa,2001,Hombres,83
50083,Cinco Olivas,2001,Hombres,66
50084,Clarés de Ribota,2001,Hombres,58
50085,Codo,2001,Hombres,136
44080,Codoñera (La),2001,Hombres,180
50086,Codos,2001,Hombres,172
22090,Colungo,2001,Hombres,69
50087,Contamina,2001,Hombres,33
44082,Corbalán,2001,Hombres,43
44084,Cortes de Aragón,2001,Hombres,60
44085,Cosa,2001,Hombres,51
50088,Cosuenda,2001,Hombres,216
44086,Cretas,2001,Hombres,301
44087,Crivillén,2001,Hombres,67
50089,Cuarte de Huerva,2001,Hombres,1021
44088,Cuba (La),2001,Hombres,30
50090,Cubel,2001,Hombres,116
44089,Cubla,2001,Hombres,26
44090,Cucalón,2001,Hombres,40
50091,Cuerlas (Las),2001,Hombres,48
44092,Cuervo (El),2001,Hombres,61
44093,Cuevas de Almudén,2001,Hombres,56
44094,Cuevas Labradas,2001,Hombres,82
50094,Daroca,2001,Hombres,1117
50095,Ejea de los Caballeros,2001,Hombres,8198
44096,Ejulve,2001,Hombres,114
50096,Embid de Ariza,2001,Hombres,34
50098,Encinacorba,2001,Hombres,168
50099,Épila,2001,Hombres,2064
50100,Erla,2001,Hombres,223
50101,Escatrón,2001,Hombres,615
44097,Escorihuela,2001,Hombres,113
44099,Escucha,2001,Hombres,593
22099,Esplús,2001,Hombres,362
22102,Estada,2001,Hombres,100
22103,Estadilla,2001,Hombres,458
44100,Estercuel,2001,Hombres,171
22105,Estopiñán del Castillo,2001,Hombres,113
50102,Fabara,2001,Hombres,644
22106,Fago,2001,Hombres,21
22107,Fanlo,2001,Hombres,114
50104,Farlete,2001,Hombres,229
50105,Fayón,2001,Hombres,203
50106,Fayos (Los),2001,Hombres,96
44101,Ferreruela de Huerva,2001,Hombres,46
50107,Figueruelas,2001,Hombres,513
22109,Fiscal,2001,Hombres,128
50108,Fombuena,2001,Hombres,13
44102,Fonfría,2001,Hombres,18
22110,Fonz,2001,Hombres,564
22111,Foradada del Toscar,2001,Hombres,114
44103,Formiche Alto,2001,Hombres,106
44105,Fórnoles,2001,Hombres,48
44106,Fortanete,2001,Hombres,100
44107,Foz-Calanda,2001,Hombres,134
22112,Fraga,2001,Hombres,6144
50109,Frago (El),2001,Hombres,83
50110,Frasno (El),2001,Hombres,293
50111,Fréscano,2001,Hombres,121
44108,Fresneda (La),2001,Hombres,211
44109,Frías de Albarracín,2001,Hombres,84
50113,Fuendejalón,2001,Hombres,431
50114,Fuendetodos,2001,Hombres,94
44110,Fuenferrada,2001,Hombres,27
44111,Fuentes Calientes,2001,Hombres,71
44112,Fuentes Claras,2001,Hombres,313
50115,Fuentes de Ebro,2001,Hombres,2062
50116,Fuentes de Jiloca,2001,Hombres,182
44113,Fuentes de Rubielos,2001,Hombres,53
44114,Fuentespalda,2001,Hombres,175
22113,Fueva (La),2001,Hombres,323
50117,Gallocanta,2001,Hombres,83
50118,Gallur,2001,Hombres,1507
44115,Galve,2001,Hombres,75
44116,Gargallo,2001,Hombres,68
44117,Gea de Albarracín,2001,Hombres,222
50119,Gelsa,2001,Hombres,626
44118,Ginebrosa (La),2001,Hombres,138
22114,Gistaín,2001,Hombres,98
50120,Godojos,2001,Hombres,33
50121,Gotor,2001,Hombres,210
22115,Grado (El),2001,Hombres,293
22116,Grañén,2001,Hombres,1014
22117,Graus,2001,Hombres,1611
44119,Griegos,2001,Hombres,78
50122,Grisel,2001,Hombres,40
50123,Grisén,2001,Hombres,249
44120,Guadalaviar,2001,Hombres,144
44121,Gúdar,2001,Hombres,45
22119,Gurrea de Gállego,2001,Hombres,929
50124,Herrera de los Navarros,2001,Hombres,323
44122,Híjar,2001,Hombres,953
44123,Hinojosa de Jarque,2001,Hombres,92
22122,Hoz de Jaca,2001,Hombres,35
44124,Hoz de la Vieja (La),2001,Hombres,61
22908,Hoz y Costean,2001,Hombres,131
22124,Huerto,2001,Hombres,137
44125,Huesa del Común,2001,Hombres,76
22125,Huesca,2001,Hombres,22141
50125,Ibdes,2001,Hombres,281
22126,Ibieca,2001,Hombres,56
44126,Iglesuela del Cid (La),2001,Hombres,257
22127,Igriés,2001,Hombres,118
22128,Ilche,2001,Hombres,150
50126,Illueca,2001,Hombres,1622
22129,Isábena,2001,Hombres,131
50128,Isuerre,2001,Hombres,36
44127,Jabaloyas,2001,Hombres,43
22130,Jaca,2001,Hombres,5736
50129,Jaraba,2001,Hombres,170
44128,Jarque de la Val,2001,Hombres,54
50130,Jarque de Moncayo,2001,Hombres,312
22131,Jasa,2001,Hombres,71
44129,Jatiel,2001,Hombres,31
50131,Jaulín,2001,Hombres,153
44130,Jorcas,2001,Hombres,29
44131,Josa,2001,Hombres,23
50132,Joyosa (La),2001,Hombres,198
22133,Labuerda,2001,Hombres,88
50133,Lagata,2001,Hombres,75
44132,Lagueruela,2001,Hombres,31
22135,Laluenga,2001,Hombres,135
22136,Lalueza,2001,Hombres,616
22137,Lanaja,2001,Hombres,802
50134,Langa del Castillo,2001,Hombres,91
44133,Lanzuela,2001,Hombres,23
22139,Laperdiguera,2001,Hombres,51
22141,Lascellas-Ponzano,2001,Hombres,86
22142,Lascuarre,2001,Hombres,94
22143,Laspaúles,2001,Hombres,158
22144,Laspuña,2001,Hombres,146
50135,Layana,2001,Hombres,69
50136,Lécera,2001,Hombres,399
50138,Lechón,2001,Hombres,33
50137,Leciñena,2001,Hombres,669
50139,Letux,2001,Hombres,239
44135,Libros,2001,Hombres,80
44136,Lidón,2001,Hombres,35
44137,Linares de Mora,2001,Hombres,162
50140,Litago,2001,Hombres,101
50141,Lituénigo,2001,Hombres,56
44141,Lledó,2001,Hombres,108
22149,Loarre,2001,Hombres,207
50142,Lobera de Onsella,2001,Hombres,33
50143,Longares,2001,Hombres,528
50144,Longás,2001,Hombres,31
22150,Loporzano,2001,Hombres,268
22151,Loscorrales,2001,Hombres,67
44138,Loscos,2001,Hombres,109
50146,Lucena de Jalón,2001,Hombres,121
50147,Luceni,2001,Hombres,525
50148,Luesia,2001,Hombres,232
50149,Luesma,2001,Hombres,12
50150,Lumpiaque,2001,Hombres,470
50151,Luna,2001,Hombres,484
22905,Lupiñén-Ortilla,2001,Hombres,188
50152,Maella,2001,Hombres,1110
50153,Magallón,2001,Hombres,646
44142,Maicas,2001,Hombres,20
50154,Mainar,2001,Hombres,98
50155,Malanquilla,2001,Hombres,61
50156,Maleján,2001,Hombres,155
50160,Mallén,2001,Hombres,1708
50157,Malón,2001,Hombres,232
50159,Maluenda,2001,Hombres,495
50161,Manchones,2001,Hombres,78
44143,Manzanera,2001,Hombres,264
50162,Mara,2001,Hombres,103
50163,María de Huerva,2001,Hombres,661
50902,Marracos,2001,Hombres,58
44144,Martín del Río,2001,Hombres,252
44145,Mas de las Matas,2001,Hombres,750
44146,Mata de los Olmos (La),2001,Hombres,121
44147,Mazaleón,2001,Hombres,306
50164,Mediana de Aragón,2001,Hombres,252
50165,Mequinenza,2001,Hombres,1225
50166,Mesones de Isuela,2001,Hombres,174
50167,Mezalocha,2001,Hombres,169
44148,Mezquita de Jarque,2001,Hombres,73
50168,Mianos,2001,Hombres,25
50169,Miedes de Aragón,2001,Hombres,282
44149,Mirambel,2001,Hombres,83
44150,Miravete de la Sierra,2001,Hombres,28
44151,Molinos,2001,Hombres,165
50170,Monegrillo,2001,Hombres,294
22155,Monesma y Cajigar,2001,Hombres,54
50171,Moneva,2001,Hombres,75
22156,Monflorite-Lascasas,2001,Hombres,111
44152,Monforte de Moyuela,2001,Hombres,33
50172,Monreal de Ariza,2001,Hombres,151
44153,Monreal del Campo,2001,Hombres,1171
44154,Monroyo,2001,Hombres,191
44155,Montalbán,2001,Hombres,798
22157,Montanuy,2001,Hombres,172
44156,Monteagudo del Castillo,2001,Hombres,37
50173,Monterde,2001,Hombres,123
44157,Monterde de Albarracín,2001,Hombres,33
50174,Montón,2001,Hombres,76
22158,Monzón,2001,Hombres,7467
44158,Mora de Rubielos,2001,Hombres,695
50175,Morata de Jalón,2001,Hombres,752
50176,Morata de Jiloca,2001,Hombres,171
50177,Morés,2001,Hombres,249
50178,Moros,2001,Hombres,257
44159,Moscardón,2001,Hombres,29
44160,Mosqueruela,2001,Hombres,384
50179,Moyuela,2001,Hombres,179
50180,Mozota,2001,Hombres,56
50181,Muel,2001,Hombres,590
50182,Muela (La),2001,Hombres,825
50183,Munébrega,2001,Hombres,246
44161,Muniesa,2001,Hombres,378
50184,Murero,2001,Hombres,85
50185,Murillo de Gállego,2001,Hombres,78
22160,Naval,2001,Hombres,145
50186,Navardún,2001,Hombres,31
50187,Nigüella,2001,Hombres,65
44163,Noguera de Albarracín,2001,Hombres,91
44164,Nogueras,2001,Hombres,13
44165,Nogueruelas,2001,Hombres,115
50188,Nombrevilla,2001,Hombres,39
50189,Nonaspe,2001,Hombres,529
22162,Novales,2001,Hombres,94
50190,Novallas,2001,Hombres,359
